month,crop,price,state,year,month_num,prev_price,price_diff,demand
2022-03-01,Cotton,9013.42,India,2022,3,8991.09,22.329999999999927,Medium
2022-04-01,Cotton,9815.44,India,2022,4,9013.42,802.0200000000004,High
2022-05-01,Cotton,10056.78,India,2022,5,9815.44,241.34000000000015,High
2022-06-01,Cotton,9318.3,India,2022,6,10056.78,-738.4800000000014,Low
2022-07-01,Cotton,8199.31,India,2022,7,9318.3,-1118.9899999999998,Low
2022-08-01,Cotton,8826.57,India,2022,8,8199.31,627.2600000000002,High
2022-09-01,Cotton,8394.02,India,2022,9,8826.57,-432.5499999999993,Low
2022-10-01,Cotton,7962.29,India,2022,10,8394.02,-431.7300000000005,Low
2022-11-01,Cotton,8344.06,India,2022,11,7962.29,381.7699999999995,High
2022-12-01,Cotton,8046.11,India,2022,12,8344.06,-297.9499999999998,Low
2023-01-01,Cotton,7902.96,India,2023,1,8046.11,-143.14999999999964,Low
2023-02-01,Cotton,7699.52,India,2023,2,7902.96,-203.4399999999996,Low
2023-03-01,Cotton,7392.47,India,2023,3,7699.52,-307.0500000000002,Low
2023-04-01,Cotton,7512.69,India,2023,4,7392.47,120.21999999999935,High
2023-05-01,Cotton,7136.88,India,2023,5,7512.69,-375.8099999999995,Low
2023-06-01,Cotton,6796.77,India,2023,6,7136.88,-340.1099999999997,Low
2023-07-01,Cotton,6656.2,India,2023,7,6796.77,-140.57000000000062,Low
2023-08-01,Cotton,6802.13,India,2023,8,6656.2,145.9300000000003,High
2023-09-01,Cotton,6803.7,India,2023,9,6802.13,1.569999999999709,Medium
2023-10-01,Cotton,6755.64,India,2023,10,6803.7,-48.05999999999949,Medium
2023-11-01,Cotton,6817.05,India,2023,11,6755.64,61.409999999999854,Medium
2023-12-01,Cotton,6665.58,India,2023,12,6817.05,-151.47000000000025,Low
2024-01-01,Cotton,6505.9,India,2024,1,6665.58,-159.6800000000003,Low
2024-02-01,Cotton,6562.07,India,2024,2,6505.9,56.17000000000007,Medium
2024-03-01,Cotton,7037.86,India,2024,3,6562.07,475.78999999999996,High
2024-04-01,Cotton,6978.4,India,2024,4,7037.86,-59.460000000000036,Medium
2024-05-01,Cotton,6902.7,India,2024,5,6978.4,-75.69999999999982,Medium
2024-06-01,Cotton,6850.84,India,2024,6,6902.7,-51.85999999999967,Medium
2024-07-01,Cotton,7037.37,India,2024,7,6850.84,186.52999999999975,High
2024-08-01,Cotton,7022.81,India,2024,8,7037.37,-14.55999999999949,Medium
2024-09-01,Cotton,6890.3,India,2024,9,7022.81,-132.51000000000022,Low
2024-10-01,Cotton,7122.66,India,2024,10,6890.3,232.35999999999967,High
2024-11-01,Cotton,7231.03,India,2024,11,7122.66,108.36999999999989,High
2024-12-01,Cotton,7161.48,India,2024,12,7231.03,-69.55000000000018,Medium
2025-01-01,Cotton,7167.75,India,2025,1,7161.48,6.270000000000437,Medium
2025-02-01,Cotton,7035.74,India,2025,2,7167.75,-132.01000000000022,Low
2025-03-01,Cotton,6942.65,India,2025,3,7035.74,-93.09000000000015,Medium
2010-02-01,Ginger(Dry),2964.8,India,2010,2,2978.23,-13.429999999999836,Medium
2010-03-01,Ginger(Dry),3954.98,India,2010,3,2964.8,990.1799999999998,High
2010-04-01,Ginger(Dry),3671.48,India,2010,4,3954.98,-283.5,Low
2010-05-01,Ginger(Dry),4494.43,India,2010,5,3671.48,822.9500000000003,High
2010-06-01,Ginger(Dry),4894.38,India,2010,6,4494.43,399.9499999999998,High
2010-07-01,Ginger(Dry),4843.45,India,2010,7,4894.38,-50.93000000000029,Medium
2010-08-01,Ginger(Dry),4697.48,India,2010,8,4843.45,-145.97000000000025,Low
2010-09-01,Ginger(Dry),4180.62,India,2010,9,4697.48,-516.8599999999997,Low
2010-10-01,Ginger(Dry),3048.86,India,2010,10,4180.62,-1131.7599999999998,Low
2010-11-01,Ginger(Dry),2964.26,India,2010,11,3048.86,-84.59999999999991,Medium
2010-12-01,Ginger(Dry),2857.19,India,2010,12,2964.26,-107.07000000000016,Low
2011-01-01,Ginger(Dry),2995.06,India,2011,1,2857.19,137.8699999999999,High
2011-02-01,Ginger(Dry),2908.13,India,2011,2,2995.06,-86.92999999999984,Medium
2011-03-01,Ginger(Dry),2860.94,India,2011,3,2908.13,-47.190000000000055,Medium
2011-04-01,Ginger(Dry),2946.64,India,2011,4,2860.94,85.69999999999982,Medium
2011-05-01,Ginger(Dry),3115.47,India,2011,5,2946.64,168.82999999999993,High
2011-06-01,Ginger(Dry),3217.6,India,2011,6,3115.47,102.13000000000011,High
2011-07-01,Ginger(Dry),3279.49,India,2011,7,3217.6,61.88999999999987,Medium
2011-08-01,Ginger(Dry),3012.53,India,2011,8,3279.49,-266.9599999999996,Low
2011-09-01,Ginger(Dry),2690.32,India,2011,9,3012.53,-322.21000000000004,Low
2011-10-01,Ginger(Dry),2413.96,India,2011,10,2690.32,-276.3600000000001,Low
2011-11-01,Ginger(Dry),2359.34,India,2011,11,2413.96,-54.61999999999989,Medium
2011-12-01,Ginger(Dry),2047.93,India,2011,12,2359.34,-311.4100000000001,Low
2012-01-01,Ginger(Dry),1954.64,India,2012,1,2047.93,-93.28999999999996,Medium
2012-02-01,Ginger(Dry),1993.01,India,2012,2,1954.64,38.36999999999989,Medium
2012-03-01,Ginger(Dry),2115.58,India,2012,3,1993.01,122.56999999999994,High
2012-04-01,Ginger(Dry),2043.11,India,2012,4,2115.58,-72.47000000000003,Medium
2012-05-01,Ginger(Dry),2151.64,India,2012,5,2043.11,108.52999999999997,High
2012-06-01,Ginger(Dry),2738.9,India,2012,6,2151.64,587.2600000000002,High
2012-07-01,Ginger(Dry),2950.07,India,2012,7,2738.9,211.17000000000007,High
2012-08-01,Ginger(Dry),3183.47,India,2012,8,2950.07,233.39999999999964,High
2012-09-01,Ginger(Dry),3022.47,India,2012,9,3183.47,-161.0,Low
2012-10-01,Ginger(Dry),3133.97,India,2012,10,3022.47,111.5,High
2012-11-01,Ginger(Dry),3627.01,India,2012,11,3133.97,493.0400000000004,High
2012-12-01,Ginger(Dry),3656.09,India,2012,12,3627.01,29.079999999999927,Medium
2013-01-01,Ginger(Dry),3666.11,India,2013,1,3656.09,10.019999999999982,Medium
2013-02-01,Ginger(Dry),3835.21,India,2013,2,3666.11,169.0999999999999,High
2013-03-01,Ginger(Dry),4344.42,India,2013,3,3835.21,509.21000000000004,High
2013-04-01,Ginger(Dry),5616.91,India,2013,4,4344.42,1272.4899999999998,High
2013-05-01,Ginger(Dry),8478.08,India,2013,5,5616.91,2861.17,High
2013-06-01,Ginger(Dry),9834.53,India,2013,6,8478.08,1356.4500000000007,High
2013-07-01,Ginger(Dry),10289.02,India,2013,7,9834.53,454.4899999999998,High
2013-08-01,Ginger(Dry),9512.01,India,2013,8,10289.02,-777.0100000000002,Low
2013-09-01,Ginger(Dry),8387.5,India,2013,9,9512.01,-1124.5100000000002,Low
2013-10-01,Ginger(Dry),6619.06,India,2013,10,8387.5,-1768.4399999999996,Low
2013-11-01,Ginger(Dry),6062.22,India,2013,11,6619.06,-556.8400000000001,Low
2013-12-01,Ginger(Dry),5800.52,India,2013,12,6062.22,-261.6999999999998,Low
2014-01-01,Ginger(Dry),6359.74,India,2014,1,5800.52,559.2199999999993,High
2014-02-01,Ginger(Dry),6758.19,India,2014,2,6359.74,398.4499999999998,High
2014-03-01,Ginger(Dry),7525.83,India,2014,3,6758.19,767.6400000000003,High
2014-04-01,Ginger(Dry),9189.93,India,2014,4,7525.83,1664.1000000000004,High
2014-05-01,Ginger(Dry),10229.95,India,2014,5,9189.93,1040.0200000000004,High
2014-06-01,Ginger(Dry),9685.87,India,2014,6,10229.95,-544.0799999999999,Low
2014-07-01,Ginger(Dry),9379.47,India,2014,7,9685.87,-306.40000000000146,Low
2014-08-01,Ginger(Dry),8563.04,India,2014,8,9379.47,-816.4299999999985,Low
2014-09-01,Ginger(Dry),6788.83,India,2014,9,8563.04,-1774.210000000001,Low
2014-10-01,Ginger(Dry),5706.22,India,2014,10,6788.83,-1082.6099999999997,Low
2014-11-01,Ginger(Dry),5250.52,India,2014,11,5706.22,-455.6999999999998,Low
2014-12-01,Ginger(Dry),4648.05,India,2014,12,5250.52,-602.4700000000003,Low
2015-01-01,Ginger(Dry),4504.96,India,2015,1,4648.05,-143.09000000000015,Low
2015-02-01,Ginger(Dry),4591.02,India,2015,2,4504.96,86.0600000000004,Medium
2015-03-01,Ginger(Dry),4993.88,India,2015,3,4591.02,402.8599999999997,High
2015-04-01,Ginger(Dry),4917.53,India,2015,4,4993.88,-76.35000000000036,Medium
2015-05-01,Ginger(Dry),5420.15,India,2015,5,4917.53,502.6199999999999,High
2015-06-01,Ginger(Dry),6151.84,India,2015,6,5420.15,731.6900000000005,High
2015-07-01,Ginger(Dry),6411.56,India,2015,7,6151.84,259.72000000000025,High
2015-08-01,Ginger(Dry),5467.43,India,2015,8,6411.56,-944.1300000000001,Low
2015-09-01,Ginger(Dry),5012.78,India,2015,9,5467.43,-454.65000000000055,Low
2015-10-01,Ginger(Dry),4651.78,India,2015,10,5012.78,-361.0,Low
2015-11-01,Ginger(Dry),4647.9,India,2015,11,4651.78,-3.880000000000109,Medium
2015-12-01,Ginger(Dry),4306.29,India,2015,12,4647.9,-341.6099999999997,Low
2016-01-01,Ginger(Dry),4202.19,India,2016,1,4306.29,-104.10000000000036,Low
2016-02-01,Ginger(Dry),4038.49,India,2016,2,4202.19,-163.69999999999982,Low
2016-03-01,Ginger(Dry),4053.38,India,2016,3,4038.49,14.890000000000327,Medium
2016-04-01,Ginger(Dry),3890.89,India,2016,4,4053.38,-162.49000000000024,Low
2016-05-01,Ginger(Dry),4255.87,India,2016,5,3890.89,364.98,High
2016-06-01,Ginger(Dry),4687.91,India,2016,6,4255.87,432.03999999999996,High
2016-07-01,Ginger(Dry),4789.43,India,2016,7,4687.91,101.52000000000044,High
2016-08-01,Ginger(Dry),4551.5,India,2016,8,4789.43,-237.9300000000003,Low
2016-09-01,Ginger(Dry),4053.23,India,2016,9,4551.5,-498.27,Low
2016-10-01,Ginger(Dry),3737.72,India,2016,10,4053.23,-315.5100000000002,Low
2016-11-01,Ginger(Dry),3470.18,India,2016,11,3737.72,-267.53999999999996,Low
2016-12-01,Ginger(Dry),3300.26,India,2016,12,3470.18,-169.91999999999962,Low
2017-01-01,Ginger(Dry),3308.91,India,2017,1,3300.26,8.649999999999636,Medium
2017-02-01,Ginger(Dry),3387.02,India,2017,2,3308.91,78.11000000000013,Medium
2017-03-01,Ginger(Dry),3421.32,India,2017,3,3387.02,34.30000000000018,Medium
2017-04-01,Ginger(Dry),3221.55,India,2017,4,3421.32,-199.76999999999998,Low
2017-05-01,Ginger(Dry),3379.08,India,2017,5,3221.55,157.52999999999975,High
2017-06-01,Ginger(Dry),3583.66,India,2017,6,3379.08,204.57999999999993,High
2017-07-01,Ginger(Dry),4007.62,India,2017,7,3583.66,423.96000000000004,High
2017-08-01,Ginger(Dry),4071.16,India,2017,8,4007.62,63.539999999999964,Medium
2017-09-01,Ginger(Dry),3900.13,India,2017,9,4071.16,-171.02999999999975,Low
2017-10-01,Ginger(Dry),3942.49,India,2017,10,3900.13,42.35999999999967,Medium
2017-11-01,Ginger(Dry),3566.18,India,2017,11,3942.49,-376.30999999999995,Low
2017-12-01,Ginger(Dry),3308.97,India,2017,12,3566.18,-257.21000000000004,Low
2018-01-01,Ginger(Dry),3433.37,India,2018,1,3308.97,124.40000000000009,High
2018-02-01,Ginger(Dry),3490.85,India,2018,2,3433.37,57.48000000000002,Medium
2018-03-01,Ginger(Dry),3631.08,India,2018,3,3490.85,140.23000000000002,High
2018-04-01,Ginger(Dry),3900.76,India,2018,4,3631.08,269.6800000000003,High
2018-05-01,Ginger(Dry),5635.88,India,2018,5,3900.76,1735.12,High
2018-06-01,Ginger(Dry),5844.61,India,2018,6,5635.88,208.72999999999956,High
2018-07-01,Ginger(Dry),6048.26,India,2018,7,5844.61,203.65000000000055,High
2018-08-01,Ginger(Dry),5948.7,India,2018,8,6048.26,-99.5600000000004,Medium
2018-09-01,Ginger(Dry),5730.63,India,2018,9,5948.7,-218.0699999999997,Low
2018-10-01,Ginger(Dry),6146.07,India,2018,10,5730.63,415.4399999999996,High
2018-11-01,Ginger(Dry),6524.46,India,2018,11,6146.07,378.3900000000003,High
2018-12-01,Ginger(Dry),6325.57,India,2018,12,6524.46,-198.89000000000033,Low
2019-01-01,Ginger(Dry),6774.81,India,2019,1,6325.57,449.2400000000007,High
2019-02-01,Ginger(Dry),7212.63,India,2019,2,6774.81,437.8199999999997,High
2019-03-01,Ginger(Dry),7630.26,India,2019,3,7212.63,417.6300000000001,High
2019-04-01,Ginger(Dry),7934.76,India,2019,4,7630.26,304.5,High
2019-05-01,Ginger(Dry),8550.33,India,2019,5,7934.76,615.5699999999997,High
2019-06-01,Ginger(Dry),10013.74,India,2019,6,8550.33,1463.4099999999999,High
2019-07-01,Ginger(Dry),10484.36,India,2019,7,10013.74,470.6200000000008,High
2019-08-01,Ginger(Dry),10290.23,India,2019,8,10484.36,-194.13000000000102,Low
2019-09-01,Ginger(Dry),8787.95,India,2019,9,10290.23,-1502.2799999999988,Low
2019-10-01,Ginger(Dry),7329.49,India,2019,10,8787.95,-1458.460000000001,Low
2019-11-01,Ginger(Dry),6809.29,India,2019,11,7329.49,-520.1999999999998,Low
2019-12-01,Ginger(Dry),6214.66,India,2019,12,6809.29,-594.6300000000001,Low
2020-01-01,Ginger(Dry),5922.81,India,2020,1,6214.66,-291.84999999999945,Low
2020-02-01,Ginger(Dry),6004.99,India,2020,2,5922.81,82.17999999999938,Medium
2020-03-01,Ginger(Dry),6027.73,India,2020,3,6004.99,22.73999999999978,Medium
2020-04-01,Ginger(Dry),7031.91,India,2020,4,6027.73,1004.1800000000003,High
2020-05-01,Ginger(Dry),7585.28,India,2020,5,7031.91,553.3699999999999,High
2020-06-01,Ginger(Dry),8613.16,India,2020,6,7585.28,1027.88,High
2020-07-01,Ginger(Dry),9462.33,India,2020,7,8613.16,849.1700000000001,High
2020-08-01,Ginger(Dry),7571.31,India,2020,8,9462.33,-1891.0199999999995,Low
2020-09-01,Ginger(Dry),7050.78,India,2020,9,7571.31,-520.5300000000007,Low
2020-10-01,Ginger(Dry),5868.82,India,2020,10,7050.78,-1181.96,Low
2020-11-01,Ginger(Dry),5112.51,India,2020,11,5868.82,-756.3099999999995,Low
2020-12-01,Ginger(Dry),4110.43,India,2020,12,5112.51,-1002.0799999999999,Low
2021-01-01,Ginger(Dry),3852.96,India,2021,1,4110.43,-257.47000000000025,Low
2021-02-01,Ginger(Dry),4295.61,India,2021,2,3852.96,442.64999999999964,High
2021-03-01,Ginger(Dry),4134.09,India,2021,3,4295.61,-161.51999999999953,Low
2021-04-01,Ginger(Dry),4667.21,India,2021,4,4134.09,533.1199999999999,High
2021-05-01,Ginger(Dry),4659.75,India,2021,5,4667.21,-7.460000000000036,Medium
2021-06-01,Ginger(Dry),5381.55,India,2021,6,4659.75,721.8000000000002,High
2021-07-01,Ginger(Dry),5771.75,India,2021,7,5381.55,390.1999999999998,High
2021-08-01,Ginger(Dry),5087.02,India,2021,8,5771.75,-684.7299999999996,Low
2021-09-01,Ginger(Dry),4496.28,India,2021,9,5087.02,-590.7400000000007,Low
2021-10-01,Ginger(Dry),4628.93,India,2021,10,4496.28,132.65000000000055,High
2021-11-01,Ginger(Dry),4680.76,India,2021,11,4628.93,51.82999999999993,Medium
2021-12-01,Ginger(Dry),3865.62,India,2021,12,4680.76,-815.1400000000003,Low
2022-01-01,Ginger(Dry),3466.06,India,2022,1,3865.62,-399.55999999999995,Low
2022-02-01,Ginger(Dry),3572.89,India,2022,2,3466.06,106.82999999999993,High
2022-03-01,Ginger(Dry),4013.82,India,2022,3,3572.89,440.9300000000003,High
2022-04-01,Ginger(Dry),4017.6,India,2022,4,4013.82,3.7799999999997453,Medium
2022-05-01,Ginger(Dry),4146.68,India,2022,5,4017.6,129.08000000000038,High
2022-06-01,Ginger(Dry),4456.63,India,2022,6,4146.68,309.9499999999998,High
2022-07-01,Ginger(Dry),4793.63,India,2022,7,4456.63,337.0,High
2022-08-01,Ginger(Dry),4746.87,India,2022,8,4793.63,-46.76000000000022,Medium
2022-09-01,Ginger(Dry),4188.3,India,2022,9,4746.87,-558.5699999999997,Low
2022-10-01,Ginger(Dry),4455.2,India,2022,10,4188.3,266.89999999999964,High
2022-11-01,Ginger(Dry),4593.64,India,2022,11,4455.2,138.4400000000005,High
2022-12-01,Ginger(Dry),4656.05,India,2022,12,4593.64,62.409999999999854,Medium
2023-01-01,Ginger(Dry),4709.43,India,2023,1,4656.05,53.38000000000011,Medium
2023-02-01,Ginger(Dry),5058.64,India,2023,2,4709.43,349.21000000000004,High
2023-03-01,Ginger(Dry),5838.17,India,2023,3,5058.64,779.5299999999997,High
2023-04-01,Ginger(Dry),7131.98,India,2023,4,5838.17,1293.8099999999995,High
2023-05-01,Ginger(Dry),8633.94,India,2023,5,7131.98,1501.960000000001,High
2023-06-01,Ginger(Dry),11859.08,India,2023,6,8633.94,3225.1399999999994,High
2023-07-01,Ginger(Dry),13809.31,India,2023,7,11859.08,1950.2299999999996,High
2023-08-01,Ginger(Dry),13934.86,India,2023,8,13809.31,125.55000000000109,High
2023-09-01,Ginger(Dry),11530.36,India,2023,9,13934.86,-2404.5,Low
2023-10-01,Ginger(Dry),10435.08,India,2023,10,11530.36,-1095.2800000000007,Low
2023-11-01,Ginger(Dry),10415.25,India,2023,11,10435.08,-19.829999999999927,Medium
2023-12-01,Ginger(Dry),9857.57,India,2023,12,10415.25,-557.6800000000003,Low
2024-01-01,Ginger(Dry),10501.03,India,2024,1,9857.57,643.460000000001,High
2024-02-01,Ginger(Dry),10340.12,India,2024,2,10501.03,-160.90999999999985,Low
2024-03-01,Ginger(Dry),10634.29,India,2024,3,10340.12,294.1700000000001,High
2024-04-01,Ginger(Dry),11786.26,India,2024,4,10634.29,1151.9699999999993,High
2024-05-01,Ginger(Dry),12910.28,India,2024,5,11786.26,1124.0200000000004,High
2024-06-01,Ginger(Dry),13297.17,India,2024,6,12910.28,386.8899999999994,High
2024-07-01,Ginger(Dry),12501.49,India,2024,7,13297.17,-795.6800000000003,Low
2024-08-01,Ginger(Dry),10322.92,India,2024,8,12501.49,-2178.5699999999997,Low
2024-09-01,Ginger(Dry),8560.78,India,2024,9,10322.92,-1762.1399999999994,Low
2024-10-01,Ginger(Dry),7867.03,India,2024,10,8560.78,-693.7500000000009,Low
2024-11-01,Ginger(Dry),7036.68,India,2024,11,7867.03,-830.3499999999995,Low
2024-12-01,Ginger(Dry),6906.21,India,2024,12,7036.68,-130.47000000000025,Low
2025-01-01,Ginger(Dry),6577.69,India,2025,1,6906.21,-328.52000000000044,Low
2025-02-01,Ginger(Dry),6147.16,India,2025,2,6577.69,-430.52999999999975,Low
2025-03-01,Ginger(Dry),6363.42,India,2025,3,6147.16,216.26000000000022,High
2010-02-01,Groundnut,2696.37,India,2010,2,2666.46,29.909999999999854,Medium
2010-03-01,Groundnut,2721.83,India,2010,3,2696.37,25.460000000000036,Medium
2010-04-01,Groundnut,2763.51,India,2010,4,2721.83,41.68000000000029,Medium
2010-05-01,Groundnut,2764.5,India,2010,5,2763.51,0.9899999999997817,Medium
2010-06-01,Groundnut,2936.68,India,2010,6,2764.5,172.17999999999984,High
2010-07-01,Groundnut,3140.09,India,2010,7,2936.68,203.4100000000003,High
2010-08-01,Groundnut,3152.54,India,2010,8,3140.09,12.449999999999818,Medium
2010-09-01,Groundnut,3123.06,India,2010,9,3152.54,-29.480000000000018,Medium
2010-10-01,Groundnut,2956.96,India,2010,10,3123.06,-166.0999999999999,Low
2010-11-01,Groundnut,2898.56,India,2010,11,2956.96,-58.40000000000009,Medium
2010-12-01,Groundnut,2904.93,India,2010,12,2898.56,6.369999999999891,Medium
2011-01-01,Groundnut,2989.14,India,2011,1,2904.93,84.21000000000004,Medium
2011-02-01,Groundnut,3011.07,India,2011,2,2989.14,21.93000000000029,Medium
2011-03-01,Groundnut,3110.1,India,2011,3,3011.07,99.02999999999975,Medium
2011-04-01,Groundnut,3259.93,India,2011,4,3110.1,149.82999999999993,High
2011-05-01,Groundnut,3333.94,India,2011,5,3259.93,74.01000000000022,Medium
2011-06-01,Groundnut,3467.94,India,2011,6,3333.94,134.0,High
2011-07-01,Groundnut,3478.7,India,2011,7,3467.94,10.759999999999764,Medium
2011-08-01,Groundnut,3413.59,India,2011,8,3478.7,-65.10999999999967,Medium
2011-09-01,Groundnut,3301.76,India,2011,9,3413.59,-111.82999999999993,Low
2011-10-01,Groundnut,3136.74,India,2011,10,3301.76,-165.02000000000044,Low
2011-11-01,Groundnut,3247.74,India,2011,11,3136.74,111.0,High
2011-12-01,Groundnut,3399.42,India,2011,12,3247.74,151.6800000000003,High
2012-01-01,Groundnut,3677.5,India,2012,1,3399.42,278.0799999999999,High
2012-02-01,Groundnut,3816.12,India,2012,2,3677.5,138.6199999999999,High
2012-03-01,Groundnut,4014.14,India,2012,3,3816.12,198.01999999999998,High
2012-04-01,Groundnut,4022.63,India,2012,4,4014.14,8.490000000000236,Medium
2012-05-01,Groundnut,4114.46,India,2012,5,4022.63,91.82999999999993,Medium
2012-06-01,Groundnut,4123.09,India,2012,6,4114.46,8.63000000000011,Medium
2012-07-01,Groundnut,4305.29,India,2012,7,4123.09,182.19999999999982,High
2012-08-01,Groundnut,4497.28,India,2012,8,4305.29,191.98999999999978,High
2012-09-01,Groundnut,4360.07,India,2012,9,4497.28,-137.21000000000004,Low
2012-10-01,Groundnut,4499.49,India,2012,10,4360.07,139.42000000000007,High
2012-11-01,Groundnut,4790.87,India,2012,11,4499.49,291.3800000000001,High
2012-12-01,Groundnut,4859.07,India,2012,12,4790.87,68.19999999999982,Medium
2013-01-01,Groundnut,4744.37,India,2013,1,4859.07,-114.69999999999982,Low
2013-02-01,Groundnut,4670.25,India,2013,2,4744.37,-74.11999999999989,Medium
2013-03-01,Groundnut,4503.89,India,2013,3,4670.25,-166.35999999999967,Low
2013-04-01,Groundnut,4487.56,India,2013,4,4503.89,-16.329999999999927,Medium
2013-05-01,Groundnut,4356.49,India,2013,5,4487.56,-131.07000000000062,Low
2013-06-01,Groundnut,4136.28,India,2013,6,4356.49,-220.21000000000004,Low
2013-07-01,Groundnut,3953.46,India,2013,7,4136.28,-182.8199999999997,Low
2013-08-01,Groundnut,3814.76,India,2013,8,3953.46,-138.69999999999982,Low
2013-09-01,Groundnut,3614.05,India,2013,9,3814.76,-200.71000000000004,Low
2013-10-01,Groundnut,3524.06,India,2013,10,3614.05,-89.99000000000024,Medium
2013-11-01,Groundnut,3713.05,India,2013,11,3524.06,188.99000000000024,High
2013-12-01,Groundnut,3646.6,India,2013,12,3713.05,-66.45000000000027,Medium
2014-01-01,Groundnut,3477.4,India,2014,1,3646.6,-169.19999999999982,Low
2014-02-01,Groundnut,3453.18,India,2014,2,3477.4,-24.220000000000255,Medium
2014-03-01,Groundnut,3429.96,India,2014,3,3453.18,-23.2199999999998,Medium
2014-04-01,Groundnut,3515.34,India,2014,4,3429.96,85.38000000000011,Medium
2014-05-01,Groundnut,3590.61,India,2014,5,3515.34,75.26999999999998,Medium
2014-06-01,Groundnut,3542.85,India,2014,6,3590.61,-47.76000000000022,Medium
2014-07-01,Groundnut,3675.98,India,2014,7,3542.85,133.1300000000001,High
2014-08-01,Groundnut,3968.91,India,2014,8,3675.98,292.92999999999984,High
2014-09-01,Groundnut,3991.29,India,2014,9,3968.91,22.38000000000011,Medium
2014-10-01,Groundnut,3921.19,India,2014,10,3991.29,-70.09999999999991,Medium
2014-11-01,Groundnut,3773.4,India,2014,11,3921.19,-147.78999999999996,Low
2014-12-01,Groundnut,3770.58,India,2014,12,3773.4,-2.8200000000001637,Medium
2015-01-01,Groundnut,4048.27,India,2015,1,3770.58,277.69000000000005,High
2015-02-01,Groundnut,4241.66,India,2015,2,4048.27,193.38999999999987,High
2015-03-01,Groundnut,4295.3,India,2015,3,4241.66,53.64000000000033,Medium
2015-04-01,Groundnut,4375.64,India,2015,4,4295.3,80.34000000000015,Medium
2015-05-01,Groundnut,4612.66,India,2015,5,4375.64,237.01999999999953,High
2015-06-01,Groundnut,4816.66,India,2015,6,4612.66,204.0,High
2015-07-01,Groundnut,4797.52,India,2015,7,4816.66,-19.139999999999418,Medium
2015-08-01,Groundnut,4857.92,India,2015,8,4797.52,60.399999999999636,Medium
2015-09-01,Groundnut,4932.88,India,2015,9,4857.92,74.96000000000004,Medium
2015-10-01,Groundnut,4413.58,India,2015,10,4932.88,-519.3000000000002,Low
2015-11-01,Groundnut,4155.82,India,2015,11,4413.58,-257.7600000000002,Low
2015-12-01,Groundnut,4238.32,India,2015,12,4155.82,82.5,Medium
2016-01-01,Groundnut,4347.25,India,2016,1,4238.32,108.93000000000029,High
2016-02-01,Groundnut,4424.2,India,2016,2,4347.25,76.94999999999982,Medium
2016-03-01,Groundnut,4648.58,India,2016,3,4424.2,224.3800000000001,High
2016-04-01,Groundnut,4887.89,India,2016,4,4648.58,239.3100000000004,High
2016-05-01,Groundnut,5074.79,India,2016,5,4887.89,186.89999999999964,High
2016-06-01,Groundnut,5235.79,India,2016,6,5074.79,161.0,High
2016-07-01,Groundnut,5279.69,India,2016,7,5235.79,43.899999999999636,Medium
2016-08-01,Groundnut,5240.95,India,2016,8,5279.69,-38.73999999999978,Medium
2016-09-01,Groundnut,4710.31,India,2016,9,5240.95,-530.6399999999994,Low
2016-10-01,Groundnut,4456.1,India,2016,10,4710.31,-254.21000000000004,Low
2016-11-01,Groundnut,4409.04,India,2016,11,4456.1,-47.0600000000004,Medium
2016-12-01,Groundnut,4378.24,India,2016,12,4409.04,-30.800000000000182,Medium
2017-01-01,Groundnut,4475.27,India,2017,1,4378.24,97.03000000000065,Medium
2017-02-01,Groundnut,4460.56,India,2017,2,4475.27,-14.710000000000036,Medium
2017-03-01,Groundnut,4817.96,India,2017,3,4460.56,357.39999999999964,High
2017-04-01,Groundnut,4935.49,India,2017,4,4817.96,117.52999999999975,High
2017-05-01,Groundnut,4788.47,India,2017,5,4935.49,-147.01999999999953,Low
2017-06-01,Groundnut,4461.43,India,2017,6,4788.47,-327.03999999999996,Low
2017-07-01,Groundnut,4399.93,India,2017,7,4461.43,-61.5,Medium
2017-08-01,Groundnut,4266.26,India,2017,8,4399.93,-133.67000000000007,Low
2017-09-01,Groundnut,3987.48,India,2017,9,4266.26,-278.7800000000002,Low
2017-10-01,Groundnut,4021.19,India,2017,10,3987.48,33.710000000000036,Medium
2017-11-01,Groundnut,3925.98,India,2017,11,4021.19,-95.21000000000004,Medium
2017-12-01,Groundnut,4001.41,India,2017,12,3925.98,75.42999999999984,Medium
2018-01-01,Groundnut,3923.99,India,2018,1,4001.41,-77.42000000000007,Medium
2018-02-01,Groundnut,3898.1,India,2018,2,3923.99,-25.889999999999873,Medium
2018-03-01,Groundnut,3890.13,India,2018,3,3898.1,-7.9699999999998,Medium
2018-04-01,Groundnut,3770.87,India,2018,4,3890.13,-119.26000000000022,Low
2018-05-01,Groundnut,3661.29,India,2018,5,3770.87,-109.57999999999993,Low
2018-06-01,Groundnut,3624.25,India,2018,6,3661.29,-37.039999999999964,Medium
2018-07-01,Groundnut,3745.22,India,2018,7,3624.25,120.9699999999998,High
2018-08-01,Groundnut,4082.26,India,2018,8,3745.22,337.0400000000004,High
2018-09-01,Groundnut,4131.13,India,2018,9,4082.26,48.86999999999989,Medium
2018-10-01,Groundnut,4214.42,India,2018,10,4131.13,83.28999999999996,Medium
2018-11-01,Groundnut,4335.7,India,2018,11,4214.42,121.27999999999975,High
2018-12-01,Groundnut,4259.2,India,2018,12,4335.7,-76.5,Medium
